store_id,name,displayName,postalCode,address,city,state,country,streetAddress,relevance,x,y
974,Walmart Supercenter,Supercenter,32904,845 Palm Bay Rd Ne,West Melbourne,FL,US,845 Palm Bay Rd Ne,0.946667,-80.648283,28.037317
975,Walmart Supercenter,Supercenter,74701,3712 W Main St,Durant,OK,US,3712 W Main St,1,-96.41729,33.9979
976,Walmart Supercenter,Supercenter,71295,3360 Front St,Winnsboro,LA,US,3360 Front St,1,-91.728448,32.180922
977,Walmart,Store,32034,1385 Amelia Plz,Fernandina Beach,FL,US,1385 Amelia Plz,1,-81.455892,30.646901
978,Walmart Supercenter,Supercenter,67005,2701 N Summit St,Arkansas City,KS,US,2701 N Summit St,1,-97.042658,37.0902
979,Walmart Supercenter,Supercenter,54656,1600 W Wisconsin St,Sparta,WI,US,1600 W Wisconsin St,1,-90.834053,43.940688
980,Walmart Supercenter,Supercenter,80631,3103 S 23rd Ave,Greeley,CO,US,3103 S 23rd Ave,1,-104.718216,40.386225
981,Walmart Supercenter,Supercenter,39301,1733 2nd St S,Meridian,MS,US,1733 2nd St S,1,-88.69452,32.36544
982,Walmart Supercenter,Supercenter,55060,1130 W Frontage Rd,Owatonna,MN,US,1130 W Frontage Rd,1,-93.249732,44.097942
984,Walmart Supercenter,Supercenter,80104,133 Sam Walton Lane,Castle Rock,CO,US,133 Sam Walton Lane,1,-104.860872,39.40629
985,Walmart Supercenter,Supercenter,52556,2701 W Burlington Ave,Fairfield,IA,US,2701 W Burlington Ave,1,-91.993434,41.007342
986,Walmart,Store,80443,840 Summit Blvd.,Frisco,CO,US,840 Summit Blvd.,1,-106.095413,39.58754
987,Walmart Supercenter,Supercenter,33912,14821 Ben C Pratt/6 Mile Cypress Pkwy,Fort Myers,FL,US,14821 Ben C Pratt/6 Mile Cypress Pkwy,0.886667,-81.868746,26.525825
988,Walmart Supercenter,Supercenter,33549,1575 Land O Lakes Blvd,Lutz,FL,US,1575 Land O Lakes Blvd,0.805,-82.467031,28.179537
989,Walmart Supercenter,Supercenter,70003,8912 Veterans Memorial Blvd,Metairie,LA,US,8912 Veterans Memorial Blvd,1,-90.229167,30.003816
990,Walmart Supercenter,Supercenter,32571,4965 Highway 90,Milton,FL,US,4965 Highway 90,1,-87.11704,30.601183
991,Walmart Supercenter,Supercenter,36606,101 E I65 Service Rd S,Mobile,AL,US,101 E I65 Service Rd S,1,-88.125306,30.684323
992,Walmart Supercenter,Supercenter,74137,2019 E 81st St,Tulsa,OK,US,2019 E 81st St,0.804286,-95.960239,36.047952
993,Walmart Supercenter,Supercenter,67460,205 S Centennial Dr,Mcpherson,KS,US,205 S Centennial Dr,1,-97.628239,38.367288
994,Walmart Supercenter,Supercenter,34655,8745 State Road 54,New Port Richey,FL,US,8745 State Road 54,1,-82.668664,28.207434
995,Walmart Supercenter,Supercenter,46131,2125 N Morton St,Franklin,IN,US,2125 N Morton St,1,-86.066482,39.502001
996,Walmart,Store,47460,823 W State Highway 46,Spencer,IN,US,823 W State Highway 46,1,-86.784412,39.291063
997,Convenience with Fuel,Gas Station,75023,6040 Coit Road,Plano,TX,US,6040 Coit Road,0.753333,-96.770369,33.055812
998,Neighborhood Market,Neighborhood Market,66205,4701 Mission Rd,Westwood,KS,US,4701 Mission Rd,1,-94.619373,39.043576
999,Walmart Supercenter,Supercenter,78242,7239 Sw Loop 410,San Antonio,TX,US,7239 Sw Loop 410,1,-98.62985,29.35582
1000,Walmart Supercenter,Supercenter,78521,2721 Boca Chica Blvd,Brownsville,TX,US,2721 Boca Chica Blvd,1,-97.476893,25.92395
1001,Walmart Supercenter,Supercenter,81005,4080 W Northern Ave,Pueblo,CO,US,4080 W Northern Ave,1,-104.665084,38.232465
1002,Walmart Supercenter,Supercenter,47441,2251 E State Highway 54,Linton,IN,US,2251 E State Highway 54,1,-87.0952,39.03815
1003,Walmart Supercenter,Supercenter,60545,6800 W Us Highway 34,Plano,IL,US,6800 W Us Highway 34,1,-88.563409,41.652933
1004,Walmart Supercenter,Supercenter,34210,5315 Cortez Rd W,Bradenton,FL,US,5315 Cortez Rd W,1,-82.61525,27.460724
1005,Walmart Supercenter,Supercenter,50677,2700 4th St Sw,Waverly,IA,US,2700 4th St Sw,1,-92.47575,42.70599
1006,Walmart Supercenter,Supercenter,31015,1215 E 16th Ave,Cordele,GA,US,1215 E 16th Ave,1,-83.760972,31.963597
1007,Walmart Supercenter,Supercenter,53581,2401 Us Hwy 14 E,Richland Center,WI,US,2401 Us Hwy 14 E,1,-90.346027,43.313308
1008,Walmart Supercenter,Supercenter,80538,250 W 65th St,Loveland,CO,US,250 W 65th St,1,-105.080032,40.456897
1009,Walmart Supercenter,Supercenter,65738,1150 Us Highway 60 E,Republic,MO,US,1150 Us Highway 60 E,1,-93.458604,37.128058
1010,Walmart Supercenter,Supercenter,28379,720 E Us Highway 74,Rockingham,NC,US,720 E Us Highway 74,1,-79.72966,34.91295
1011,Walmart Supercenter,Supercenter,31326,434 S Columbia Ave,Rincon,GA,US,434 S Columbia Ave,1,-81.226175,32.274135
1012,Walmart Supercenter,Supercenter,53916,120 Frances Ln,Beaver Dam,WI,US,120 Frances Ln,1,-88.811471,43.488758
1013,Walmart,Store,47842,1795 E State Road 163,Clinton,IN,US,1795 E State Road 163,1,-87.431042,39.656217
1014,Walmart Supercenter,Supercenter,64055,4000 S Bolger Rd,Independence,MO,US,4000 S Bolger Rd,1,-94.366548,39.046172
1015,Walmart Supercenter,Supercenter,79912,7555 N Mesa St,El Paso,TX,US,7555 N Mesa St,1,-106.565906,31.836829
1016,Walmart Supercenter,Supercenter,70301,410 N Canal Blvd,Thibodaux,LA,US,410 N Canal Blvd,1,-90.81627,29.80604
1017,Walmart Supercenter,Supercenter,29102,2010 Paxville Hwy,Manning,SC,US,2010 Paxville Hwy,1,-80.226381,33.699617
1018,Walmart Supercenter,Supercenter,31023,1099 Indian Dr,Eastman,GA,US,1099 Indian Dr,1,-83.17922,32.12172
1019,Walmart Supercenter,Supercenter,81212,3105 E Us Highway 50,Canon City,CO,US,3105 E Us Highway 50,1,-105.192266,38.448548
1020,Walmart Supercenter,Supercenter,56007,1550 Blake Ave,Albert Lea,MN,US,1550 Blake Ave,1,-93.326222,43.664078
1021,Walmart Supercenter,Supercenter,63383,500 Warren County Ctr,Warrenton,MO,US,500 Warren County Ctr,0.947429,-91.142558,38.82338
1022,Walmart Supercenter,Supercenter,75704,3820 State Highway 64 W,Tyler,TX,US,3820 State Highway 64 W,1,-95.34782,32.35407
1023,Walmart Supercenter,Supercenter,24333,1140 E Stuart Dr,Galax,VA,US,1140 E Stuart Dr,1,-80.881094,36.692586
1024,Walmart Supercenter,Supercenter,30401,414 S Main St,Swainsboro,GA,US,414 S Main St,1,-82.32559,32.58762
1025,Walmart Supercenter,Supercenter,39648,1608 Veterans Blvd,Mccomb,MS,US,1608 Veterans Blvd,1,-90.473116,31.263143
1026,Walmart Supercenter,Supercenter,47421,3200 John Williams Blvd,Bedford,IN,US,3200 John Williams Blvd,1,-86.515062,38.865858
1027,Walmart Supercenter,Supercenter,28027,150 Concord Commons Pl Sw,Concord,NC,US,150 Concord Commons Pl Sw,1,-80.622855,35.3894
1028,Walmart Supercenter,Supercenter,61611,401 River Rd,East Peoria,IL,US,401 River Rd,1,-89.584814,40.683317
1029,Walmart Supercenter,Supercenter,34446,6885 S Suncoast Blvd,Homosassa,FL,US,6885 S Suncoast Blvd,1,-82.549955,28.762824
1030,Walmart Supercenter,Supercenter,29720,805 Hwy 9 Bypass Wes,Lancaster,SC,US,805 Hwy 9 Bypass Wes,0.993375,-80.785147,34.734386
1032,Walmart Supercenter,Supercenter,32444,2101 S Highway 77,Lynn Haven,FL,US,2101 S Highway 77,1,-85.646663,30.226346
1033,Walmart Supercenter,Supercenter,47274,1600 E Tipton St,Seymour,IN,US,1600 E Tipton St,1,-85.86451,38.955473
1034,Walmart Supercenter,Supercenter,28152,705 E Dixon Blvd,Shelby,NC,US,705 E Dixon Blvd,1,-81.529675,35.276783
1035,Walmart Supercenter,Supercenter,29301,141 Dorman Centre Dr,Spartanburg,SC,US,141 Dorman Centre Dr,1,-81.985316,34.932965
1036,Walmart Supercenter,Supercenter,28043,197 Plaza Dr,Forest City,NC,US,197 Plaza Dr,1,-81.899074,35.335217
1037,Walmart Supercenter,Supercenter,29483,1317 N Main St Ste A1,Summerville,SC,US,1317 N Main St Ste A1,1,-80.154211,33.03465
1038,Walmart Supercenter,Supercenter,56093,2103 State St N,Waseca,MN,US,2103 State St N,1,-93.509998,44.097362
1039,Walmart Supercenter,Supercenter,27030,2241 Rockford St,Mount Airy,NC,US,2241 Rockford St,1,-80.618992,36.472148
1040,Walmart Supercenter,Supercenter,77095,15955 Fm 529 Rd,Houston,TX,US,15955 Fm 529 Rd,1,-95.651713,29.877023
1041,Walmart Supercenter,Supercenter,78599,1310 N Texas Blvd,Weslaco,TX,US,1310 N Texas Blvd,1,-97.99088,26.17339
1042,Walmart Supercenter,Supercenter,78602,488 Highway 71 W,Bastrop,TX,US,488 Highway 71 W,1,-97.35128,30.11136
1043,Walmart Supercenter,Supercenter,73075,2008 W Grant Ave,Pauls Valley,OK,US,2008 W Grant Ave,1,-97.248815,34.737041
1044,Walmart Supercenter,Supercenter,75707,5050 Troup Hwy,Tyler,TX,US,5050 Troup Hwy,1,-95.25994,32.29782
1045,Walmart Supercenter,Supercenter,80026,745 Us Highway 287,Lafayette,CO,US,745 Us Highway 287,1,-105.10262,39.99076
1046,Walmart,Store,78834,2214 N 1st St,Carrizo Springs,TX,US,2214 N 1st St,1,-99.85167,28.5341
1047,Walmart Supercenter,Supercenter,30260,6065 Jonesboro Rd,Morrow,GA,US,6065 Jonesboro Rd,1,-84.339734000000007,33.589373
1048,Walmart Supercenter,Supercenter,40769,589 W Highway 92,Williamsburg,KY,US,589 W Highway 92,1,-84.15984,36.70993
1051,Walmart Supercenter,Supercenter,79336,407 E State Road 114,Levelland,TX,US,407 E State Road 114,1,-102.3597,33.59402
1052,Walmart Supercenter,Supercenter,35555,3186 Highway 171 N,Fayette,AL,US,3186 Highway 171 N,1,-87.83452,33.71294
1053,Walmart Supercenter,Supercenter,40031,1015 New Moody Ln,La Grange,KY,US,1015 New Moody Ln,1,-85.372531,38.394671
1054,Walmart Supercenter,Supercenter,66002,1920 Highway 73,Atchison,KS,US,1920 Highway 73,0.948,-95.129747,39.540275
1055,Walmart Supercenter,Supercenter,75040,5302 N Garland Ave,Garland,TX,US,5302 N Garland Ave,1,-96.642843,32.962819
1056,Walmart Supercenter,Supercenter,73065,3300 Tri City Dr,Newcastle,OK,US,3300 Tri City Dr,1,-97.606474,35.2936
1057,Walmart Supercenter,Supercenter,36078,2190 Gilmer Avenue,Tallassee,AL,US,2190 Gilmer Avenue,1,-85.93271,32.56369
1058,Walmart Supercenter,Supercenter,81401,16750 S Townsend Ave,Montrose,CO,US,16750 S Townsend Ave,1,-107.864753,38.44948
1059,Walmart Supercenter,Supercenter,39074,1309 Highway 35 S,Forest,MS,US,1309 Highway 35 S,1,-89.48262,32.34539
1060,Walmart Supercenter,Supercenter,28655,G120 Morganton Heights Blvd,Morganton,NC,US,G120 Morganton Heights Blvd,0.802857,-81.7022978,35.7265716
1061,Walmart Supercenter,Supercenter,31539,136 E Jarman St,Hazlehurst,GA,US,136 E Jarman St,1,-82.587265,31.862377
1062,Walmart Supercenter,Supercenter,77546,150 W El Dorado Blvd,Friendswood,TX,US,150 W El Dorado Blvd,1,-95.159271,29.551809
1063,Walmart,Store,36340,1608 W Magnolia Ave,Geneva,AL,US,1608 W Magnolia Ave,1,-85.90158,31.05099
1064,Walmart Supercenter,Supercenter,28645,935 Blowing Rock Blvd,Lenoir,NC,US,935 Blowing Rock Blvd,1,-81.530178,35.928522
1065,Walmart Supercenter,Supercenter,71801,2400 N Hervey St,Hope,AR,US,2400 N Hervey St,1,-93.614688,33.6808
1066,Walmart Supercenter,Supercenter,39581,4253 Denny Ave,Pascagoula,MS,US,4253 Denny Ave,1,-88.518751,30.386355
1067,Walmart,Store,77964,1506 N Texana St,Hallettsville,TX,US,1506 N Texana St,1,-96.9404,29.45356
1068,Walmart Supercenter,Supercenter,32958,2001 Us Highway #1,Sebastian,FL,US,2001 Us Highway #1,1,-80.481685,27.82929
1069,Walmart Supercenter,Supercenter,39345,231 Eastside Dr,Newton,MS,US,231 Eastside Dr,1,-89.15693,32.33322
1070,Walmart Supercenter,Supercenter,30540,88 Highland Xing,East Ellijay,GA,US,88 Highland Xing,0.822857,-84.48904,34.6562
1071,Walmart Supercenter,Supercenter,62095,610 Wesley Dr,Wood River,IL,US,610 Wesley Dr,1,-90.0627,38.87485
1072,Walmart Supercenter,Supercenter,31793,1830 Us Highway 82 W,Tifton,GA,US,1830 Us Highway 82 W,1,-83.543655,31.442973
1073,Walmart Supercenter,Supercenter,76550,1710 Central Texas Expy,Lampasas,TX,US,1710 Central Texas Expy,1,-98.16058,31.06359
1074,Walmart Supercenter,Supercenter,38901,1655 Sunset Dr,Grenada,MS,US,1655 Sunset Dr,1,-89.836986,33.781614
1075,Walmart Supercenter,Supercenter,37042,1680 Fort Campbell Blvd,Clarksville,TN,US,1680 Fort Campbell Blvd,1,-87.412313,36.580127
1076,Walmart Supercenter,Supercenter,31211,1401 Gray Hwy,Macon,GA,US,1401 Gray Hwy,1,-83.61274,32.86369
1077,Walmart Supercenter,Supercenter,32311,3535 Apalachee Pkwy,Tallahassee,FL,US,3535 Apalachee Pkwy,1,-84.214572,30.426188
1078,Walmart,Store,76821,2005 Hutchins Ave,Ballinger,TX,US,2005 Hutchins Ave,1,-99.95882,31.72598
1079,Walmart Supercenter,Supercenter,32168,3155 State Rd 44,New Smyrna Beach,FL,US,3155 State Rd 44,1,-81.018,29.01224
1080,Walmart Supercenter,Supercenter,37604,3111 Browns Mill Rd,Johnson City,TN,US,3111 Browns Mill Rd,1,-82.397778,36.358753
1081,Walmart Supercenter,Supercenter,32608,2900 Sw 42nd St,Gainesville,FL,US,2900 Sw 42nd St,1,-82.387803,29.627344
1082,Walmart Supercenter,Supercenter,32223,10991 San Jose Blvd Ste 1,Jacksonville,FL,US,10991 San Jose Blvd Ste 1,1,-81.625785,30.177181
1083,Walmart Supercenter,Supercenter,32205,6830 Normandy Blvd,Jacksonville,FL,US,6830 Normandy Blvd,1,-81.758378,30.301916
1084,Walmart,Store,32822,3838 S Semoran Blvd,Orlando,FL,US,3838 S Semoran Blvd,1,-81.312372,28.505768
1085,Walmart Supercenter,Supercenter,34668,8701 Us Highway 19,Port Richey,FL,US,8701 Us Highway 19,1,-82.718733,28.282373
1086,Walmart Supercenter,Supercenter,34769,4400 13th St,Saint Cloud,FL,US,4400 13th St,1,-81.315738,28.255395
1087,Walmart Supercenter,Supercenter,34997,4001 Se Federal Hwy,Stuart,FL,US,4001 Se Federal Hwy,1,-80.217925,27.156944
1088,Walmart Supercenter,Supercenter,39531,2681 Ct Switzer Sr Dr,Biloxi,MS,US,2681 Ct Switzer Sr Dr,0.941952,-88.996513,30.392205
1089,Walmart Supercenter,Supercenter,37347,525 Kimball Crossing Dr,Kimball,TN,US,525 Kimball Crossing Dr,1,-85.681728,35.040325
1090,Walmart Supercenter,Supercenter,32210,6767 103rd St,Jacksonville,FL,US,6767 103rd St,1,-81.75433,30.250391
1091,Walmart Supercenter,Supercenter,36420,1991 M. L. King Jr.,Andalusia,AL,US,1991 M. L. King Jr.,0.735,-86.48,31.31
1093,Walmart Supercenter,Supercenter,61866,845 Broadmeadow Rd,Rantoul,IL,US,845 Broadmeadow Rd,1,-88.17881,40.305669
1094,Walmart Supercenter,Supercenter,64138,10300 E Highway 350,Raytown,MO,US,10300 E Highway 350,1,-94.46095,38.9862
1095,Walmart,Store,81601,3010 Blake Ave,Glenwood Springs,CO,US,3010 Blake Ave,1,-107.319366,39.521359
1096,Walmart Supercenter,Supercenter,27028,261 Cooper Creek Dr,Mocksville,NC,US,261 Cooper Creek Dr,1,-80.587699,35.927399
1097,Walmart Supercenter,Supercenter,28315,250 Turner St,Aberdeen,NC,US,250 Turner St,1,-79.424502,35.159676
1098,Walmart Supercenter,Supercenter,77979,400 Tiney Browning Blvd,Port Lavaca,TX,US,400 Tiney Browning Blvd,1,-96.62712,28.63241
1099,Walmart Supercenter,Supercenter,67211,501 E Pawnee St,Wichita,KS,US,501 E Pawnee St,1,-97.332809,37.647917
1100,Walmart Supercenter,Supercenter,35570,1706 Military St S,Hamilton,AL,US,1706 Military St S,1,-87.99172,34.11963
1101,Walmart Supercenter,Supercenter,36092,4538 Us Highway 231,Wetumpka,AL,US,4538 Us Highway 231,1,-86.211952,32.507162
1102,Walmart Supercenter,Supercenter,70714,14507 Plank Rd,Baker,LA,US,14507 Plank Rd,1,-91.130984,30.580075
1103,Walmart Supercenter,Supercenter,77068,3450 Fm 1960 Rd W,Houston,TX,US,3450 Fm 1960 Rd W,1,-95.483809,29.996448
1104,Walmart Supercenter,Supercenter,34453,2461 E Gulf To Lake Hwy,Inverness,FL,US,2461 E Gulf To Lake Hwy,1,-82.392831,28.857479
1105,Walmart Supercenter,Supercenter,72117,4450 E Mccain Blvd,North Little Rock,AR,US,4450 E Mccain Blvd,1,-92.214682,34.786515
1106,Walmart Supercenter,Supercenter,71373,4283 Carter St,Vidalia,LA,US,4283 Carter St,1,-91.462445,31.576507
1107,Walmart Supercenter,Supercenter,71463,1900 Highway 165 S,Oakdale,LA,US,1900 Highway 165 S,1,-92.66498,30.70164
1108,Walmart Supercenter,Supercenter,71263,705 S Constitution Ave,Oak Grove,LA,US,705 S Constitution Ave,1,-91.41258,32.85859
1109,Walmart Supercenter,Supercenter,71269,1806 Julia St,Rayville,LA,US,1806 Julia St,1,-91.76325,32.462963
1110,Walmart Supercenter,Supercenter,71241,833 Sterlington Hwy,Farmerville,LA,US,833 Sterlington Hwy,1,-92.3979,32.772
1111,Walmart Supercenter,Supercenter,30643,1572 Anderson Hwy,Hartwell,GA,US,1572 Anderson Hwy,1,-82.904841,34.350658
1112,Walmart Supercenter,Supercenter,30286,855 N Church St,Thomaston,GA,US,855 N Church St,1,-84.333389,32.912804
1113,Walmart Supercenter,Supercenter,40741,1851 Highway 192 W,London,KY,US,1851 Highway 192 W,1,-84.12414,37.09347
1114,Walmart Supercenter,Supercenter,72560,409 Sylamore Ave,Mountain View,AR,US,409 Sylamore Ave,1,-92.101816,35.867263
1115,Walmart Supercenter,Supercenter,38462,612 E Main St,Hohenwald,TN,US,612 E Main St,1,-87.528725,35.557565
1116,Walmart Supercenter,Supercenter,73533,3393 N 81 Hwy,Duncan,OK,US,3393 N 81 Hwy,1,-97.96689,34.52632
1117,Walmart Supercenter,Supercenter,75023,6001 N Central Expy,Plano,TX,US,6001 N Central Expy,1,-96.697393,33.056175
1118,Walmart Supercenter,Supercenter,75180,12300 Lake June Rd,Balch Springs,TX,US,12300 Lake June Rd,1,-96.61572,32.732338
1119,Walmart,Store,34112,3451 Tamiami Trl E,Naples,FL,US,3451 Tamiami Trl E,1,-81.760023,26.123887
1120,Walmart Supercenter,Supercenter,64119,7207 N M1 Hwy,Gladstone,MO,US,7207 N M1 Hwy,1,-94.52783,39.21613
1121,Walmart Supercenter,Supercenter,31061,2592 N Columbia St,Milledgeville,GA,US,2592 N Columbia St,1,-83.264473,33.117512
1122,Walmart Supercenter,Supercenter,30538,3886 Highway 17 S,Toccoa,GA,US,3886 Highway 17 S,0.704286,-83.263777,34.536553
1123,Walmart Supercenter,Supercenter,29678,1636 Sandifer Blvd,Seneca,SC,US,1636 Sandifer Blvd,1,-82.99843,34.68945
1124,Walmart Supercenter,Supercenter,35640,1201 Highway 31 Nw,Hartselle,AL,US,1201 Highway 31 Nw,1,-86.948524,34.453107
1125,Walmart Supercenter,Supercenter,61761,300 Greenbriar Dr,Normal,IL,US,300 Greenbriar Dr,1,-88.94966,40.515407
1126,Walmart Supercenter,Supercenter,78006,1381 S Main St,Boerne,TX,US,1381 S Main St,1,-98.726247,29.777698
1127,Walmart Supercenter,Supercenter,28170,2004 Us Highway 74 W,Wadesboro,NC,US,2004 Us Highway 74 W,1,-80.104819,34.979103
1128,Walmart Supercenter,Supercenter,71350,7162 Highway 1,Marksville,LA,US,7162 Highway 1,1,-92.0619,31.09589
1129,Walmart Supercenter,Supercenter,78717,13201 Ranch Road 620 N,Austin,TX,US,13201 Ranch Road 620 N,1,-97.78153,30.47686
1130,Walmart Supercenter,Supercenter,29360,922 E Main St,Laurens,SC,US,922 E Main St,1,-81.985032,34.490815
1131,Walmart Supercenter,Supercenter,28681,901 Nc Highway 16 S,Taylorsville,NC,US,901 Nc Highway 16 S,1,-81.11907,35.89153
1132,Walmart Supercenter,Supercenter,27203,1226 E Dixie Dr,Asheboro,NC,US,1226 E Dixie Dr,1,-79.789636,35.692259
1133,Walmart Supercenter,Supercenter,28001,781 Leonard Ave,Albemarle,NC,US,781 Leonard Ave,1,-80.175902,35.339965
1134,Walmart Supercenter,Supercenter,32435,1226 Freeport Hwy,De Funiak Springs,FL,US,1226 Freeport Hwy,0.7549,-86.123812,30.704715
1135,Walmart Supercenter,Supercenter,29550,1150 S 4th St,Hartsville,SC,US,1150 S 4th St,1,-80.063932,34.358066
1136,Walmart Supercenter,Supercenter,70767,3255 La Highway 1 S,Port Allen,LA,US,3255 La Highway 1 S,1,-91.21686,30.4207
1137,Walmart Supercenter,Supercenter,77015,13750 East Fwy,Houston,TX,US,13750 East Fwy,1,-95.17977,29.77021
1138,Walmart,Store,53719,7202 Watts Rd,Madison,WI,US,7202 Watts Rd,1,-89.508886,43.05184
1139,Walmart Supercenter,Supercenter,40351,200 Walmart Way,Morehead,KY,US,200 Walmart Way,1,-83.481425,38.201162
1140,Walmart Supercenter,Supercenter,40353,499 Indian Mound Dr,Mount Sterling,KY,US,499 Indian Mound Dr,1,-83.957166,38.069248
1141,Walmart Supercenter,Supercenter,46140,1965 N State St,Greenfield,IN,US,1965 N State St,1,-85.768867,39.811798
1142,Walmart Supercenter,Supercenter,47170,1618 W Mcclain Ave,Scottsburg,IN,US,1618 W Mcclain Ave,1,-85.795417,38.687743
1143,Walmart Supercenter,Supercenter,31082,1308 S Harris St,Sandersville,GA,US,1308 S Harris St,1,-82.811748,32.952064
1144,Walmart Supercenter,Supercenter,29745,970 E Liberty St,York,SC,US,970 E Liberty St,1,-81.213221,34.983598
1146,Walmart Supercenter,Supercenter,29461,511 N Highway 52,Moncks Corner,SC,US,511 N Highway 52,1,-79.985606,33.210644
1147,Walmart Supercenter,Supercenter,72634,168 Walmart Drive,Flippin,AR,US,168 Walmart Drive,1,-92.603848,36.275168
1148,Walmart Supercenter,Supercenter,76308,3130 Lawrence Rd,Wichita Falls,TX,US,3130 Lawrence Rd,1,-98.53998,33.87741
1149,Walmart Supercenter,Supercenter,85546,755 S 20th Ave,Safford,AZ,US,755 S 20th Ave,1,-109.731001,32.832876
1150,Walmart Supercenter,Supercenter,77845,1815 Brothers Blvd,College Station,TX,US,1815 Brothers Blvd,1,-96.300586,30.597633
1151,Walmart Supercenter,Supercenter,66109,10824 Parallel Pkwy,Kansas City,KS,US,10824 Parallel Pkwy,1,-94.830203,39.1314
1152,Walmart Supercenter,Supercenter,51250,255 - 16th St Sw,Sioux Center,IA,US,255 - 16th St Sw,1,-96.17191,43.0599
1153,Walmart Supercenter,Supercenter,31206,6020 Harrison Rd,Macon,GA,US,6020 Harrison Rd,1,-83.718768,32.808972
1154,Walmart Supercenter,Supercenter,78624,1435 E Main St,Fredericksburg,TX,US,1435 E Main St,1,-98.851973,30.255479
1155,Walmart Supercenter,Supercenter,28358,5070 Fayetteville Rd,Lumberton,NC,US,5070 Fayetteville Rd,1,-79.005897,34.664608
1156,Walmart Supercenter,Supercenter,28117,169 Norman Station Blvd,Mooresville,NC,US,169 Norman Station Blvd,1,-80.854958,35.589524
1157,Walmart Supercenter,Supercenter,47265,2410 N State Hwy 3,North Vernon,IN,US,2410 N State Hwy 3,1,-85.638343,39.020136
1158,Walmart Supercenter,Supercenter,35214,2473 Hackworth Rd,Adamsville,AL,US,2473 Hackworth Rd,0.876667,-86.924367,33.579522
1159,Walmart,Store,37825,432 S Broad St,New Tazewell,TN,US,432 S Broad St,1,-83.61344,36.4345
1160,Walmart Supercenter,Supercenter,47001,100 Sycamore Estates Dr,Aurora,IN,US,100 Sycamore Estates Dr,0.754286,-84.893058,39.086809
1161,Walmart Supercenter,Supercenter,63303,2897 Veterans Memorial Pkwy,Saint Charles,MO,US,2897 Veterans Memorial Pkwy,1,-90.527652,38.782651
1162,Walmart Supercenter,Supercenter,47501,1801 S State Road 57,Washington,IN,US,1801 S State Road 57,1,-87.17685,38.6402
1163,Walmart Supercenter,Supercenter,70114,4001 Behrman Pl,New Orleans,LA,US,4001 Behrman Pl,1,-90.01996,29.911566
1164,Walmart Supercenter,Supercenter,29212,360 Harbison Blvd,Columbia,SC,US,360 Harbison Blvd,1,-81.15203,34.073966
1165,Walmart Supercenter,Supercenter,40160,1165 Walmart Way,Radcliff,KY,US,1165 Walmart Way,1,-85.941957,37.849103
1166,Walmart,Store,28337,1347 W Broad St,Elizabethtown,NC,US,1347 W Broad St,1,-78.5906,34.62008
1167,Walmart Supercenter,Supercenter,53144,3500 Brumback Blvd,Kenosha,WI,US,3500 Brumback Blvd,1,-87.881589,42.604772
1168,Walmart Supercenter,Supercenter,39429,1001 Highway 98 Byp,Columbia,MS,US,1001 Highway 98 Byp,1,-89.7874,31.24357
1169,Walmart Supercenter,Supercenter,71075,1920 S Arkansas St,Springhill,LA,US,1920 S Arkansas St,1,-93.462648,32.984636
1170,Walmart Supercenter,Supercenter,40272,10445 Dixie Hwy,Louisville,KY,US,10445 Dixie Hwy,1,-85.866396,38.102704
1171,Walmart Supercenter,Supercenter,34243,8320 Lockwood Ridge Rd,Sarasota,FL,US,8320 Lockwood Ridge Rd,1,-82.507089,27.391978
1172,Walmart Supercenter,Supercenter,32224,13490 Beach Blvd,Jacksonville,FL,US,13490 Beach Blvd,1,-81.462656,30.285372
1173,Walmart Supercenter,Supercenter,32216,8808 Beach Blvd,Jacksonville,FL,US,8808 Beach Blvd,1,-81.563002,30.283844
1174,Walmart Supercenter,Supercenter,36784,34301 Highway 43,Thomasville,AL,US,34301 Highway 43,1,-87.73935,31.93619
1175,Walmart,Store,86001,2750 S Woodlands Village Blvd,Flagstaff,AZ,US,2750 S Woodlands Village Blvd,1,-111.66514,35.174818
1176,Walmart Supercenter,Supercenter,53589,2600 State Highway 138,Stoughton,WI,US,2600 State Highway 138,1,-89.253958,42.919282
1177,Walmart Supercenter,Supercenter,63011,201 Highlands Boulevard Dr,Manchester,MO,US,201 Highlands Boulevard Dr,0.877143,-90.506702,38.59589
1178,Walmart Supercenter,Supercenter,76021,4101 Highway 121,Bedford,TX,US,4101 Highway 121,1,-97.105481,32.864126
1179,Walmart Supercenter,Supercenter,28704,60 Airport Rd,Arden,NC,US,60 Airport Rd,1,-82.522992,35.456355
1180,Walmart Supercenter,Supercenter,47240,790 Greensburg Commons Ctr,Greensburg,IN,US,790 Greensburg Commons Ctr,1,-85.47626,39.35956
1181,Walmart Supercenter,Supercenter,30060,1785 Cobb Pkwy S,Marietta,GA,US,1785 Cobb Pkwy S,0.804286,-84.48915,33.909891
1182,Walmart Supercenter,Supercenter,32164,174 Cypress Point Pkwy,Palm Coast,FL,US,174 Cypress Point Pkwy,1,-81.225327,29.550172
1183,Walmart Supercenter,Supercenter,29169,2401 Augusta Rd,West Columbia,SC,US,2401 Augusta Rd,1,-81.099783,33.980076
1184,Walmart Supercenter,Supercenter,30087,1825 Rockbridge Rd,Stone Mountain,GA,US,1825 Rockbridge Rd,1,-84.125794,33.824681
